136;67108864.000000;416.355173;360.378188
136;67108864.000000;416.355173;360.378188
128;67108864.000000;3.204257;8.651178
128;67108864.000000;3.204257;8.651178
128;67108864.000000;3.204257;8.651178
128;67108864.000000;3.204257;8.651178
128;67108864.000000;3.204257;8.651178
128;67108864.000000;3.204257;8.651178
128;67108864.000000;3.204257;8.651178
128;67108864.000000;3.204257;8.651178
128;67108864.000000;3.204257;8.651178
128;67108864.000000;9.475458;16.955000
128;67108864.000000;9.475458;16.962820
128;67108864.000000;9.475458;16.975652
128;67108864.000000;9.475458;16.952891
